Header
;johnnycash;willienelson;dollyparton;hankwilliams;faithhill;dixiechicks;garthbrooks;kennyrogers;timmcgraw;hanksnow;brooksanddunn;leehazlewood;kennychesney;jimreeves;rogermiller;kriskristofferson;bobdylan;jonimitchell;leonardcohen;joanbaez;townesvanzandt;peteseeger;suzannevega;tracychapman;timbuckley;steeleyespan;woodyguthrie;donovan;catstevens;johndenver;donmclean;crosbystillsnash;milesdavis;davebrubeck;billieholiday;dukeellington;djangoreinhardt;glennmiller;ellafitzgerald;louisarmstrong;natkingcole;herbiehancock;ninasimone;johncoltrane;charlieparker;countbasie;theloniousmonk;cannonballadderley;johnleehooker;muddywaters;tajmahal;johnmayall;bigbillbroonzy;bbking;howlinwolf;williedixon;blindlemonjefferson;blindwilliemctell;mississippijohnhurt;tbonewalker;ettajames;lightninhopkins;otisrush;albertking;jamesbrown;marvingaye;otisredding;solomonburke;samcooke;arethafranklin;algreen;thetemptations;thedrifters;fatsdomino;thesupremes;isaachayes;aliciakeys;erykahbadu;indiaarie;jillscott;ironmaiden;megadeth;slayer;sepultura;blacksabbath;anthrax;alicecooper;deeppurple;defleppard;acdc;judaspriest;kiss;metallica;pantera;queensryche;skidrow;nirvana;beck;smashingpumpkins;radiohead;belleandsebastian;aliceinchains;echoandthebunnymen;sonicyouth;weezer;pearljam;foofighters;hole;bush;thesmiths;depechemode;janesaddiction;pattismith;sexpistols;sidvicious;ramones;badreligion;theclash;nofx;deadkennedys;buzzcocks;greenday;blink182;sum41;themisfits;rancid;screechingweasel;pennywise;eminem;drdre;publicenemy;missyelliot;cypresshill;50cent;rundmc;grandmasterflash;2pac;snoopdogg;jayz;bustarhymes;llcoolj;dmx;icecube;mystikal;aphextwin;daftpunk;kraftwerk;chemicalbrothers;fatboyslim;basementjaxx;carlcox;moloko;pauloakenfold;prodigy;armandvanhelden;moby;massiveattack;mouseonmars;jimitenor;underworld;bobmarley;jimmycliff;petertosh;ziggymarley;seanpaul;alphablondy;shaggy;maxipriest;shabbaranks;ub40;innercircle;desmonddekker;capleton;bountykiller;eddygrant;blackuhuru;therollingstones;theanimals;thefaces;thekinks;thewho;elvispresley;chuckberry;littlerichard;jerryleelewis;buddyholly;bodiddley;billhaley;chubbychecker;theyardbirds;carlperkins;genevincent;madonna;britneyspears;nsync;justintimberlake;abba;michaeljackson;janetjackson;prince;spicegirls;christinaaguilera;robbiewilliams;nellyfurtado;avrillavigne;jenniferlopez;otown;shakira;wolfgangamadeusmozart;ludwigvanbeethoven;johannsebastianbach;josephhaydn;johannesbrahms;fredericchopin;antonindvorak;gustavmahler;franzschubert;antoniovivaldi;richardwagner;herbertvonkarajan;yehudimenuhin;georgfriedrichhaendel;tchaikovsky;giuseppeverdi;
ziggymarley;0,011159;0,006549;0,003568;0,003896;0,002193;0,002981;0,000185;0,000349;0,000184;0;0;0,010088;0,001298;0,000078;0,005549;0,006295;0,01799;0,013402;0,014933;0,015004;0,011251;0,015647;0,008385;0,009954;0,015519;0,015066;0,01524;0,015121;0,016035;0,009979;0,013982;0,010885;0,000263;0,000087;0;0;0,000153;0;0;0;0;0,003082;0,00014;0;0,000083;0,000159;0;0;0,000532;0;0,005927;0,001418;0,002425;0;0,000179;0;0,002322;0,002658;0,004948;0,000175;0,000384;0,000704;0,0005;0,000445;0,007706;0,002852;0,000571;0,000869;0,000249;0,00053;0,002967;0,003238;0,000273;0,000869;0,000308;0,005657;0,000119;0,001365;0;0,000899;0,002262;0,000926;0,000348;0,00032;0,004263;0,000675;0,007271;0,007227;0,008149;0,007999;0,001174;0,007037;0,003823;0,000931;0,004016;0,004539;0,007783;0,009299;0,00823;0,008355;0,003012;0,006161;0;0,005379;0,012245;0,008984;0,014664;0,006897;0,010591;0,00423;0,002299;0,011375;0,010176;0,003014;0,001064;0,004255;0,003186;0,041803;0,003775;0,001419;0,00303;0,009392;0,004587;0,006647;0;0,011738;0,001116;0,002788;0,00044;0,000118;0,000135;0,003563;0,000969;0,000265;0,038792;0,000612;0,000126;0,000304;0,000137;0;0;0,000133;0,000167;0,01935;0,000115;0,000564;0,000153;0;0,000991;0,000505;0;0,000182;0,000128;0,000286;0,000072;0,00145;0,000435;0,000267;0,001119;0,000424;0,958559;0,956336;0,94045;1;0,566378;0,901741;0,784012;0,83032;0,71734;0,860195;0,95293;0,624204;0,765405;0,582758;0,794523;0,910346;0,010756;0,007727;0;0,008838;0,00954;0,006726;0,005172;0,004561;0,00249;0,005409;0,004069;0,004277;0,001892;0,007118;0,001429;0,001569;0,000898;0,000647;0;0,000146;0,000622;0,003926;0,000583;0,011385;0,000305;0,000885;0,00531;0,004683;0,009424;0,000129;0,001842;0,004513;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
seanpaul;0,002891;0,000547;0,005109;0,000222;0,024456;0,011453;0,003745;0,003646;0,004039;0,000179;0;0,00854;0,005271;0,006395;0,003353;0,001386;0,004588;0,002356;0,005022;0,001152;0,000264;0,000482;0,023889;0,014356;0,004242;0,000934;0,000157;0,004573;0,008129;0,004146;0,008575;0,037269;0,00018;0;0,000315;0;0,000105;0;0,000866;0,001195;0,002017;0,000444;0,005278;0;0;0;0;0;0,000546;0,000422;0,004483;0,001133;0;0;0,00043;0,00018;0,00017;0,000171;0;0,00036;0,018272;0;0,000342;0,004753;0,029599;0,045766;0,028411;0,034299;0,043856;0,031496;0,042549;0,041088;0,02667;0,009629;0,02604;0,036258;0,160683;0,116578;0,011428;0,077408;0,001549;0,000634;0,000238;0,000219;0,002919;0,000462;0,005115;0,00499;0,006525;0,005622;0,000804;0,004865;0,002697;0,000683;0,00275;0,003108;0,007408;0,018324;0,010039;0,012451;0,011415;0,005551;0;0,007367;0,014968;0,007816;0,012954;0,007745;0,010183;0,010006;0,012281;0,010882;0,01204;0,007766;0,006039;0,008289;0,007683;0,032142;0,006995;0,006693;0,008355;0,014551;0,00658;0,009877;0,004153;0,011513;0,009224;0,007098;0,385034;0,369091;0,389564;0,209823;0,40101;0,38671;0,321695;0,364697;0,362453;0,37868;0,416041;0,402144;0,436285;0,374799;0,347022;0,392307;0,006448;0,040924;0,008471;0,005332;0,044751;0,058638;0,020273;0,032193;0,033745;0,182953;0,040861;0,028742;0,008489;0,00268;0,009451;0,030479;0,568873;0,555483;0,540406;0,566378;1;0,532935;0,907806;0,575487;0,860468;0,545564;0,63888;0,353372;0,826645;0,862663;0,527673;0,526176;0,008531;0,009899;0;0,014353;0,00735;0,010382;0,004217;0,006467;0,002039;0,009637;0,011403;0,003075;0,008421;0,006584;0,001125;0,001709;0,083158;0,08618;0,048796;0,254146;0,053607;0,091777;0,18973;0,061591;0,075357;0,132492;0,060095;0,094308;0,042815;0,182628;0,060941;0,052385;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
alphablondy;0,00029;0,000077;0,000312;0,000078;0;0;0;0,000168;0;0;0;0;0,000179;0,001057;0;0;0,000358;0,000058;0,000127;0,000742;0,000053;0,002711;0,00106;0,000482;0,000061;0,000919;0,001833;0;0,00006;0;0,000162;0;0,001603;0,00025;0;0;0;0;0;0,00008;0;0,002342;0,000067;0;0;0;0,000162;0,000081;0;0;0,00017;0,000076;0;0;0;0;0;0;0;0,000084;0,000053;0;0;0;0,000135;0,000148;0;0;0,00008;0,000073;0,000079;0;0;0;0;0,00007;0;0,000131;0;0,000124;0,000155;0,000148;0,000084;0;0,000132;0,000162;0,000827;0,000232;0,002783;0,000675;0,000161;0,001693;0,000167;0;0,000483;0,002184;0;0,000061;0;0;0,000067;0;0,0022;0,000282;0;0;0;0;0;0,004348;0,003209;0,000215;0,000194;0,000076;0,000366;0,000353;0,001533;0,035918;0,000285;0,001972;0,00023;0,000056;0;0;0,001868;0,007289;0,000072;0,001032;0;0,000057;0,00273;0;0;0;0,037336;0,002225;0,000302;0;0,000066;0;0,001184;0;0,000054;0,018439;0;0;0,000441;0;0;0;0;0,000058;0;0;0;0,00014;0,00014;0,000086;0,000239;0;0,930964;0,90218;0,919675;0,901741;0,532935;1;0,739786;0,797006;0,642745;0,827657;0,896134;0,568947;0,706303;0,535387;0,764394;0,876721;0,000197;0,000128;0,121721;0,000057;0,000068;0,000308;0,000119;0;0;0,000048;0;0;0;0;0;0;0,002304;0,001478;0;0;0,002396;0,003924;0,001403;0,003166;0,000073;0,000142;0,000071;0;0;0;0;0,000672;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
shaggy;0,003652;0,000829;0,017396;0,000281;0,081705;0,039107;0,011866;0,00604;0,009725;0,000302;0;0,025267;0,015643;0,014596;0,008754;0,002204;0,006708;0,005587;0,008288;0,002487;0,000382;0,000812;0,074489;0,038819;0,005524;0,001179;0,000264;0,011445;0,021451;0,011567;0,020352;0,12711;0,000152;0;0,000796;0;0,000132;0;0,002187;0,002588;0,004492;0,000281;0,013335;0;0;0;0;0;0,000766;0,000914;0,006045;0,001499;0;0;0,000775;0,000303;0,000287;0,000287;0;0,000759;0,026263;0;0,000432;0,005234;0,039935;0,064346;0,045055;0,048384;0,064645;0,047245;0,057098;0,057622;0,049991;0,009533;0,057006;0,049502;0,190899;0,10931;0,028871;0,080403;0,001956;0,001001;0,000301;0,000277;0,003688;0,000584;0,00669;0,006251;0,01046;0,007102;0,001016;0,006087;0,003607;0,001151;0,003474;0,004294;0,010772;0,018277;0,010401;0,010841;0,031141;0,007853;0;0,00533;0,020762;0,011657;0,014968;0,01044;0,01527;0,018585;0,016508;0,012733;0,009892;0,002607;0,000921;0,003681;0,002935;0,037599;0,002241;0,001227;0,004484;0,019955;0,006113;0,008854;0;0,008451;0,004957;0,00235;0,194004;0,186658;0,212785;0,129442;0,218327;0,199695;0,248316;0,210787;0,17973;0,200832;0,230902;0,217035;0,251341;0,182139;0,176396;0,20798;0,000298;0,016765;0,00218;0;0,019537;0,045011;0,006416;0,023065;0,013342;0,090239;0,018651;0,033171;0,002697;0,003386;0,002043;0,011184;0,790068;0,769219;0,750317;0,784012;0,907806;0,739786;1;0,803105;0,876477;0,782834;0,842049;0,487884;0,878338;0,836292;0,743324;0,719099;0,012661;0,014348;0;0,035435;0,009891;0,02392;0,006339;0,010003;0,002716;0,024261;0,01447;0,003946;0,017809;0,01199;0,001483;0,00327;0,188668;0,204371;0,166426;0,323811;0,15002;0,206851;0,258836;0,140832;0,197107;0,239947;0,185315;0,204964;0,126575;0,254744;0,196089;0,134763;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
maxipriest;0,0007;0,000074;0,019651;0,000226;0,082683;0,039208;0,0142;0,002674;0,006845;0,000162;0;0,024445;0,016274;0,011295;0,007577;0,00007;0,002016;0,004933;0,005092;0,001758;0,000256;0,000799;0,082058;0,02974;0,000178;0,007849;0,000071;0,013162;0,021236;0,009945;0,016736;0,131384;0;0;0,000712;0,000311;0,000071;0,00116;0,000734;0,001466;0,004318;0;0,000716;0;0;0,000074;0;0;0,000165;0,000082;0,003203;0,006143;0;0;0;0;0,000077;0;0,000074;0;0,012693;0,000082;0,000155;0,00347;0,020684;0,039079;0,01771;0,020245;0,038079;0,022546;0,030682;0,035946;0,037531;0,010434;0,037764;0,025523;0,158928;0,058349;0,005733;0,055489;0,00345;0,001862;0,000646;0;0,004022;0,001254;0,006996;0,00397;0,028617;0,005864;0,003193;0,013067;0,002366;0,001235;0,003728;0,018174;0,014453;0,010337;0,011343;0,011692;0,032516;0,009032;0,016982;0,004449;0,013132;0,012991;0,003744;0,011846;0,02389;0,056587;0,043551;0,012011;0,001918;0,010235;0,011013;0,002725;0,001157;0,054729;0,000687;0,002342;0,01466;0,013081;0,003223;0,003086;0,014415;0,007735;0,0038;0;0,027793;0,013997;0,01768;0,006616;0,015418;0,02817;0,050426;0,030049;0,016203;0,019238;0,027354;0,018909;0,060304;0,01419;0,014357;0,034865;0,001439;0,018453;0,005459;0,000434;0,022483;0,04802;0,008091;0,028875;0,014915;0,007507;0,018224;0,038365;0,008077;0,004873;0,003232;0,016793;0,845175;0,817426;0,804171;0,83032;0,575487;0,797006;0,803105;1;0,619385;0,864243;0,84183;0,515475;0,6679;0,518217;0,819015;0,758788;0,016435;0,0214;0,019571;0,043691;0,014134;0,019579;0,00303;0,005905;0,002815;0,022228;0,006576;0,001191;0,017049;0,011305;0,001128;0,003775;0,208139;0,20796;0,165405;0,26819;0,167904;0,228408;0,259689;0,149462;0,227632;0,227978;0,191791;0,195747;0,117939;0,237418;0,203412;0,135922;0;0,001378;0;0;0,002814;0;0;0,002828;0,002447;0;0,001992;0;0;0;0,000889;0,001948;
shabbaranks;0,000226;0,000239;0;0,000122;0;0;0,00125;0,002485;0,001933;0,000131;0;0,00108;0,000417;0,002175;0,001284;0,000786;0,000186;0,000045;0,000594;0;0,000083;0,000352;0;0,002375;0,000526;0;0,000114;0,000189;0,000372;0,000698;0,000757;0;0,000328;0,000065;0,000172;0;0;0;0,000474;0,000747;0,001045;0,000061;0,002887;0;0;0;0;0;0,000133;0,000264;0,000596;0,000118;0;0;0,000201;0,000131;0,000124;0,000124;0;0,000131;0,003085;0;0;0,000333;0,004461;0,006121;0,006473;0,006392;0,006579;0,005667;0,006174;0,005264;0,004174;0,000447;0,00461;0,005651;0,010414;0,016357;0,006251;0,007021;0;0;0;0;0;0;0,000099;0;0;0;0;0;0;0;0;0;0;0,001801;0;0,000088;0;0;0;0;0,000092;0,00011;0;0;0;0,000144;0,000086;0,000084;0;0;0;0;0;0,027362;0;0;0;0,000088;0,000093;0;0;0,005674;0,000502;0;0,062931;0,066567;0,079672;0,104097;0,077748;0,067739;0,081372;0,080988;0,062545;0,068963;0,079537;0,07708;0,079336;0,064947;0,062228;0,080947;0;0;0;0;0,000477;0,000426;0;0;0,000432;0,024121;0,000483;0;0,00076;0,000333;0,000186;0;0,689479;0,692633;0,662157;0,71734;0,860468;0,642745;0,876477;0,619385;1;0,642439;0,757848;0,45049;0,981351;0,957943;0,59676;0,668517;0;0,00015;0;0;0;0,00068;0,000185;0,000914;0,000243;0,0003;0,001242;0,000107;0,000875;0;0,000107;0,000107;0;0;0;0,022223;0;0,001923;0,006335;0,003127;0,000514;0,004032;0,002597;0,003728;0;0,007653;0,00024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ub40;0,014505;0,001306;0,022776;0,000078;0,072624;0,033849;0,007578;0,009067;0,005584;0,000084;0;0,023192;0,02016;0,009285;0,006672;0,00173;0,025301;0,011149;0,018177;0,008768;0,000477;0,003537;0,100199;0,032362;0,010689;0,028788;0,000293;0,03121;0,042386;0,015998;0,046667;0,109936;0,000337;0;0;0;0,000294;0;0;0,00024;0,002162;0;0,000135;0;0;0;0;0;0,001875;0,000339;0,007743;0,029093;0;0;0,00069;0,000084;0,00008;0,00008;0;0,000675;0,001954;0;0,002484;0,000685;0,00593;0,011641;0,002901;0,001444;0,009404;0,006331;0,005945;0,010271;0,018705;0,002611;0,024563;0,004814;0,048321;0,0021;0,005939;0,000247;0,018415;0,006604;0,003345;0,000616;0,031349;0,006494;0,053534;0,046054;0,127122;0,049543;0,017348;0,079466;0,014152;0,00192;0,023176;0,080972;0,01692;0,019715;0,017008;0,039959;0,035437;0,013021;0,070373;0,019614;0,031862;0,019338;0,030116;0,015921;0,040031;0,186042;0,12977;0,029767;0,026603;0,042032;0,038761;0,02498;0,008327;0,125292;0,03033;0,012737;0,05124;0,028006;0,010315;0,015472;0,059734;0,051284;0,009736;0,006532;0,015808;0,000455;0,019031;0;0,00213;0,011278;0,037314;0,071156;0,001872;0,004267;0,005945;0,002753;0,043798;0,001605;0,003329;0,020025;0,003258;0,004067;0,016233;0;0,013825;0,034623;0,003091;0,023078;0,006895;0,002753;0,002963;0,031378;0,011994;0,003337;0,000598;0,014951;0,89995;0,885441;0,855092;0,860195;0,545564;0,827657;0,782834;0,864243;0,642439;1;0,901707;0,658326;0,692622;0,535079;0,924826;0,802846;0,085721;0,079454;0,081101;0,108102;0,081848;0,043185;0,022685;0,013409;0,011663;0,031843;0,007828;0,012204;0,016378;0,054112;0,004673;0,006174;0,222466;0,164983;0,143939;0,149261;0,207286;0,275556;0,159255;0,204304;0,197557;0,150787;0,209616;0,149224;0,120476;0,131158;0,169355;0,117404;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
innercircle;0,00401;0,000481;0,003824;0,000081;0,016975;0,007062;0,003813;0,000963;0,001757;0;0;0,005005;0,00428;0,001654;0,000983;0,000602;0,006225;0,002423;0,00537;0,001477;0,000277;0,000079;0,015475;0,006919;0,004998;0,001984;0;0,004109;0,00792;0,003137;0,010536;0,021843;0,000176;0;0;0;0,000153;0;0;0,000083;0,000311;0;0,00007;0;0;0;0;0;0,000533;0;0,002752;0,001739;0;0;0,00018;0;0;0;0;0,000352;0,000661;0;0,000585;0,000357;0,001476;0,002166;0,000491;0,000476;0,001912;0,001139;0,002233;0,002488;0,003837;0,000872;0,005063;0,001092;0,009578;0,000616;0;0;0,002432;0,001316;0,000436;0,000321;0,004829;0,000847;0,008754;0,008339;0,012067;0,009294;0,001431;0,009301;0,004359;0,001335;0,004533;0,007258;0,012495;0,008696;0,011936;0,009565;0,006957;0,00911;0,002294;0,006428;0,015236;0,013227;0,015671;0,010518;0,016478;0,011285;0,008594;0,01477;0,011121;0,004376;0,003738;0,005962;0,003475;0,048838;0,02941;0,001819;0,004081;0,012015;0,005411;0,007203;0,001947;0,051672;0,005974;0,004088;0,003681;0,00089;0,000949;0;0,001805;0,002526;0,038924;0,002388;0,001827;0,001402;0,001792;0,000801;0,003567;0,000402;0,001232;0,019864;0,000173;0,005091;0,001303;0;0,005825;0,009821;0,00186;0,005241;0,003275;0,000646;0,0046;0,00771;0,000582;0,00125;0,000749;0,003686;0,972653;0,969715;0,94269;0,95293;0,63888;0,896134;0,842049;0,84183;0,757848;0,901707;1;0,720372;0,804423;0,67012;0,812403;0,882561;0,012296;0,00889;0,00423;0,013781;0,010699;0,01007;0,005561;0,004834;0,002498;0,008744;0,003856;0,004291;0,003964;0,008207;0,001434;0,001861;0,038289;0,039091;0,0286;0,032544;0,032656;0,040002;0,030954;0,028178;0,04221;0,032849;0,036776;0,030618;0,029791;0,029776;0,039704;0,028784;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
desmonddekker;0,004753;0,003154;0,002525;0,002034;0,000892;0,000189;0,001478;0,005037;0,00105;0,000729;0;0,012502;0,000845;0,006616;0,008181;0,003756;0,009893;0,005501;0,008129;0,015069;0,00423;0,003803;0,004137;0,013852;0,011252;0,000621;0,003009;0,021148;0,007174;0,004446;0,007121;0,008266;0,000067;0,000394;0,001805;0,000637;0,000174;0,001897;0,003;0,004482;0,005533;0,000246;0,013357;0;0;0,000121;0;0;0,001413;0,000802;0,003426;0,00329;0;0;0,000408;0,001264;0,000189;0,000126;0,000182;0,000999;0,014927;0,000201;0,000569;0,001487;0,019472;0,026168;0,036832;0,025499;0,033914;0,026426;0,026097;0,028878;0,04169;0,007463;0,036542;0,02319;0,019392;0,020986;0,025347;0,019694;0,000859;0,000352;0,000132;0,000122;0,001619;0,000256;0,002811;0,003293;0,003094;0,003038;0,000446;0,002672;0,001452;0,000354;0,001525;0,001723;0,002955;0,004756;0,003125;0,003217;0,000745;0,002339;0;0,002042;0,004696;0,003467;0,005568;0,002619;0,004022;0,001716;0,000917;0,004277;0,006351;0,001144;0,000404;0,001616;0,00121;0,046686;0,107701;0,000539;0,001151;0,003611;0,001789;0,002524;0;0,172253;0,017294;0,00646;0,000279;0,000045;0,000051;0;0,000368;0,000352;0,024157;0;0,000238;0,000092;0,000261;0,000202;0,000623;0,000051;0,000042;0,0129;0,000044;0,000161;0,000058;0;0,000323;0,000144;0;0,000046;0,000049;0,000109;0;0,000495;0,000275;0,00027;0,000094;0,000161;0,684734;0,772827;0,672747;0,624204;0,353372;0,568947;0,487884;0,515475;0,45049;0,658326;0,720372;1;0,480458;0,359385;0,492719;0,585697;0,014218;0,024333;0;0,023038;0,014384;0,011838;0,007295;0,011904;0,008016;0,009813;0,007611;0,003627;0,026496;0,021385;0,003418;0,005416;0,000455;0,000307;0;0,003432;0,001229;0,006938;0,007573;0,011576;0,000116;0,007224;0,003752;0,002056;0,003771;0,000638;0,006874;0,002856;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
capleton;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000434;0,000883;0;0,000156;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,029368;0;0;0;0;0;0;0;0,006126;0,00006;0;0,004273;0,004639;0,005462;0,002882;0,005596;0,004447;0,037654;0,0055;0,004367;0,004915;0,005555;0,005383;0,00553;0,004373;0,00438;0,020094;0;0;0;0;0,000057;0,000051;0;0;0,000052;0,002315;0,000058;0;0,000176;0,000144;0;0;0,752015;0,753041;0,740208;0,765405;0,826645;0,706303;0,878338;0,6679;0,981351;0,692622;0,804423;0,480458;1;0,943791;0,64249;0,731168;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,001474;0;0;0,000283;0,000051;0,000062;0,000179;0;0,000237;0;0,000628;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
bountykiller;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,005602;0,011543;0;0,002009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,022638;0;0;0;0;0;0;0;0,004741;0,000776;0;0,071516;0,07305;0,081171;0,037174;0,083635;0,072176;0,105234;0,07854;0,07036;0,075895;0,083781;0,08164;0,083255;0,071324;0,068977;0,085572;0;0;0;0;0,000739;0,000659;0;0;0,000668;0,03674;0,000747;0;0,000756;0;0;0;0,575336;0,562916;0,548277;0,582758;0,862663;0,535387;0,836292;0,518217;0,957943;0,535079;0,67012;0,359385;0,943791;1;0,499268;0,537762;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,019337;0;0;0,003781;0,00066;0,000795;0,002308;0;0,003054;0;0,008239;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
eddygrant;0,008961;0,004038;0,02841;0,002808;0,074886;0,036867;0,014469;0,023997;0,01553;0,001547;0;0,033528;0,022949;0,024433;0,015925;0,008375;0,012435;0,011994;0,018695;0,006779;0,005283;0,009021;0,12035;0,03714;0,008893;0,004596;0,004123;0,01805;0,028335;0,018587;0,035511;0,125507;0;0;0,00068;0,000446;0,000068;0,001108;0,000631;0,003612;0,009486;0,003885;0,000808;0;0;0,000071;0;0;0,001257;0,001015;0,005728;0,009012;0;0;0,000874;0,001709;0,000809;0,000811;0,000142;0,000078;0,001997;0,000156;0,000443;0;0,007891;0,014837;0,005712;0,003083;0,015506;0,007984;0,006286;0,010754;0,027664;0,004575;0,028053;0,006433;0,054399;0,001755;0;0,00074;0,008669;0,006569;0,003701;0;0,010245;0,007186;0,041038;0,014476;0,1308;0,033609;0,0093;0,078377;0,007809;0;0,02137;0,097309;0,000138;0,021882;0;0,025625;0,029757;0,000072;0,097336;0,013142;0,008798;0,000849;0,001691;0,00159;0,00408;0,22407;0,223413;0,010089;0,009652;0,00626;0,005934;0,016918;0,002949;0,082366;0;0,013493;0,024119;0,010986;0,001924;0,002948;0,082621;0,006717;0,004819;0;0,018415;0,000577;0,025873;0;0;0,014924;0,034408;0,10457;0,001392;0,005228;0,007431;0,00425;0,058456;0,00148;0,003614;0,018465;0,052097;0,135643;0,088929;0,062153;0,13866;0,173352;0,072142;0,115504;0,103254;0,064986;0,111252;0,113675;0,040317;0,005444;0,062086;0,115049;0,807615;0,78258;0,767821;0,794523;0,527673;0,764394;0,743324;0,819015;0,59676;0,924826;0,812403;0,492719;0,64249;0,499268;1;0,724995;0,024033;0,024933;0,014957;0,043008;0,017608;0,02841;0,007592;0,007806;0,006338;0,024521;0,001537;0,002971;0,019347;0,014343;0,002281;0,004745;0,340852;0,239595;0,158007;0,240098;0,268354;0,383411;0,239436;0,252792;0,21664;0,198227;0,194856;0,174401;0,112574;0,196349;0,181597;0,152666;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
blackuhuru;0,001865;0,000219;0,000149;0,000074;0,000933;0,000076;0,000085;0,00016;0,000084;0;0;0,000406;0,000595;0;0;0,000206;0,002671;0,000608;0,001937;0,00045;0,000152;0;0,000673;0,000866;0,002165;0,000625;0;0,001154;0,001708;0,000305;0,002212;0;0,00008;0,000079;0;0;0,00007;0;0;0,000076;0;0;0,000064;0;0;0;0;0;0,000244;0;0,001054;0,000649;0;0;0,000082;0;0;0;0;0,000161;0,000201;0;0,000229;0,000163;0,000385;0,000071;0,000075;0,000217;0,000152;0,000139;0;0,000316;0,0001;0,000398;0,000113;0,000066;0;0,000188;0;0,000118;0,001036;0,000424;0,000159;0,000147;0,001953;0,000309;0,00333;0,003365;0,003733;0,003664;0,000538;0,003223;0,001751;0,000427;0,001839;0,002079;0,003565;0,003072;0,00377;0,003827;0,000834;0,002822;0;0,002464;0,005609;0,004115;0,006717;0,003159;0,004852;0,001937;0,001053;0,005108;0,004661;0,00138;0,000836;0,001949;0,001459;0,037899;0,001085;0,00065;0,001388;0,004302;0,002101;0,003045;0;0,00784;0,000409;0,001244;0,000202;0,000108;0,000062;0;0,000444;0,000121;0,035539;0;0,000345;0,000111;0,000126;0;0;0,000061;0,000051;0,017551;0,000053;0,000194;0,00007;0;0,000389;0,000174;0;0,000111;0,000059;0,000131;0;0,000731;0,00259;0,003015;0,000057;0,000194;0,917336;0,913696;0,951972;0,910346;0,526176;0,876721;0,719099;0,758788;0,668517;0,802846;0,882561;0,585697;0,731168;0,537762;0,724995;1;0,004927;0,00354;0;0,003994;0,00437;0,003326;0,002482;0,00206;0,001141;0,002524;0,001726;0,001959;0,000867;0,00326;0,000654;0,000719;0,000548;0,001703;0;0,000067;0,000285;0,001038;0,000374;0,002376;0,000209;0,00054;0,002432;0,000335;0,004317;0,000059;0,000734;0,002707;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
