Header
;Johnny Cash;Willie Nelson;Dolly Parton;Hank Williams;Faith Hill;Dixie Chicks;Garth Brooks;Kenny Rogers;Tim McGraw;Hank Snow;Brooks and Dunn;Lee Hazlewood;Kenny Chesney;Jim Reeves;Roger Miller;Kris Kristofferson;Bob Dylan;Joni Mitchell;Leonard Cohen;Joan Baez;Townes van Zandt;Pete Seeger;Suzanne Vega;Tracy Chapman;Tim Buckley;Steeleye Span;Woody Guthrie;Donovan;Cat Stevens;John Denver;Don McLean;Crosby Stills & Nash;Miles Davis;Dave Brubeck;Billie Holiday;Duke Ellington;Django Reinhardt;Glenn Miller;Ella Fitzgerald;Louis Armstrong;Nat King Cole;Herbie Hancock;Nina Simone;John Coltrane;Charlie Parker;Count Basie;Thelonious Monk;Cannonball Adderley;John Lee Hooker;Muddy Waters;Taj Mahal;John Mayall;Big Bill Broonzy;BB King;Howlin' Wolf;Willie Dixon;Blind Lemon Jefferson;Blind Willie McTell;Mississippi John Hurt;T-Bone Walker;Etta James;Lightnin' Hopkins;Otis Rush;Albert King;James Brown;Marvin Gaye;Otis Redding;Solomon Burke;Sam Cooke;Aretha Franklin;Al Green;The Temptations;The Drifters;Fats Domino;The Supremes;Isaac Hayes;Alicia Keys;Erykah Badu;India Arie;Jill Scott;Iron Maiden;Megadeth;Slayer;Sepultura;Black Sabbath;Anthrax;Alice Cooper;Deep Purple;Def Leppard;AC/DC;Judas Priest;Kiss;Metallica;Pantera;Queensryche;Skid Row;Nirvana;Beck;Smashing Pumpkins;Radiohead;Belle and Sebastian;Alice in Chains;Echo and the Bunnymen;Sonic Youth;Weezer;Pearl Jam;Foo Fighters;Hole;Bush;The Smiths;Depeche Mode;Jane's Addiction;Patti Smith;Sex Pistols;Sid Vicious;Ramones;Bad Religion;The Clash;NoFX;Dead Kennedys;Buzzcocks;Green Day;Blink 182;Sum 41;The Misfits;Rancid;Screeching Weasel;Pennywise;Eminem;Dr. Dre;Public Enemy;Missy Elliot;Cypress Hill;50 Cent;Run DMC;Grandmaster Flash;2Pac;Snoop Dogg;Jay-Z;Busta Rhymes;LL Cool J;DMX;Ice Cube;Mystikal;Aphex Twin;Daft Punk;Kraftwerk;Chemical Brothers;Fatboy Slim;Basement Jaxx;Carl Cox;Moloko;Paul Oakenfold;Prodigy;Armand van Helden;Moby;Massive Attack;Mouse on Mars;Jimi Tenor;Underworld;Bob Marley;Jimmy Cliff;Peter Tosh;Ziggy Marley;Sean Paul;Alpha Blondy;Shaggy;Maxi Priest;Shabba Ranks;UB40;Inner Circle;Desmond Dekker;Capleton;Bounty Killer;Eddy Grant;Black Uhuru;The Rolling Stones;The Animals;The Faces;The Kinks;The Who;Elvis Presley;Chuck Berry;Little Richard;Jerry Lee Lewis;Buddy Holly;Bo Diddley;Bill Haley;Chubby Checker;The Yardbirds;Carl Perkins;Gene Vincent;Madonna;Britney Spears;N'Sync;Justin Timberlake;ABBA;Michael Jackson;Janet Jackson;Prince;Spice Girls;Christina Aguilera;Robbie Williams;Nelly Furtado;Avril Lavigne;Jennifer Lopez;O-Town;Shakira;Wolfgang Amadeus Mozart;Ludwig van Beethoven;Johann Sebastian Bach;Joseph Haydn;Johannes Brahms;Frederic Chopin;Antonin Dvorak;Gustav Mahler;Franz Schubert;Antonio Vivaldi;Richard Wagner;Herbert von Karajan;Yehudi Menuhin;Georg Friedrich Haendel;Tchaikovsky;Giuseppe Verdi;
Alpha Blondy;,00029;,000077;,000312;,000078;,0;,0;,0;,000168;,0;,0;,0;,0;,000179;,001057;,0;,0;,000358;,000058;,000127;,000742;,000053;,002711;,00106;,000482;,000061;,000919;,001833;,0;,00006;,0;,000162;,0;,001603;,00025;,0;,0;,0;,0;,0;,00008;,0;,002342;,000067;,0;,0;,0;,000162;,000081;,0;,0;,00017;,000076;,0;,0;,0;,0;,0;,0;,0;,000084;,000053;,0;,0;,0;,000135;,000148;,0;,0;,00008;,000073;,000079;,0;,0;,0;,0;,00007;,0;,000131;,0;,000124;,000155;,000148;,000084;,0;,000132;,000162;,000827;,000232;,002783;,000675;,000161;,001693;,000167;,0;,000483;,002184;,0;,000061;,0;,0;,000067;,0;,0022;,000282;,0;,0;,0;,0;,0;,004348;,003209;,000215;,000194;,000076;,000366;,000353;,001533;,035918;,000285;,001972;,00023;,000056;,0;,0;,001868;,007289;,000072;,001032;,0;,000057;,00273;,0;,0;,0;,037336;,002225;,000302;,0;,000066;,0;,001184;,0;,000054;,018439;,0;,0;,000441;,0;,0;,0;,0;,000058;,0;,0;,0;,00014;,00014;,000086;,000239;,0;,930964;,90218;,919675;,901741;,532935;1,0;,739786;,797006;,642745;,827657;,896134;,568947;,706303;,535387;,764394;,876721;,000197;,000128;,121721;,000057;,000068;,000308;,000119;,0;,0;,000048;,0;,0;,0;,0;,0;,0;,002304;,001478;,0;,0;,002396;,003924;,001403;,003166;,000073;,000142;,000071;,0;,0;,0;,0;,000672;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;
Shaggy;,003652;,000829;,017396;,000281;,081705;,039107;,011866;,00604;,009725;,000302;,0;,025267;,015643;,014596;,008754;,002204;,006708;,005587;,008288;,002487;,000382;,000812;,074489;,038819;,005524;,001179;,000264;,011445;,021451;,011567;,020352;,12711;,000152;,0;,000796;,0;,000132;,0;,002187;,002588;,004492;,000281;,013335;,0;,0;,0;,0;,0;,000766;,000914;,006045;,001499;,0;,0;,000775;,000303;,000287;,000287;,0;,000759;,026263;,0;,000432;,005234;,039935;,064346;,045055;,048384;,064645;,047245;,057098;,057622;,049991;,009533;,057006;,049502;,190899;,10931;,028871;,080403;,001956;,001001;,000301;,000277;,003688;,000584;,00669;,006251;,01046;,007102;,001016;,006087;,003607;,001151;,003474;,004294;,010772;,018277;,010401;,010841;,031141;,007853;,0;,00533;,020762;,011657;,014968;,01044;,01527;,018585;,016508;,012733;,009892;,002607;,000921;,003681;,002935;,037599;,002241;,001227;,004484;,019955;,006113;,008854;,0;,008451;,004957;,00235;,194004;,186658;,212785;,129442;,218327;,199695;,248316;,210787;,17973;,200832;,230902;,217035;,251341;,182139;,176396;,20798;,000298;,016765;,00218;,0;,019537;,045011;,006416;,023065;,013342;,090239;,018651;,033171;,002697;,003386;,002043;,011184;,790068;,769219;,750317;,784012;,907806;,739786;1,0;,803105;,876477;,782834;,842049;,487884;,878338;,836292;,743324;,719099;,012661;,014348;,0;,035435;,009891;,02392;,006339;,010003;,002716;,024261;,01447;,003946;,017809;,01199;,001483;,00327;,188668;,204371;,166426;,323811;,15002;,206851;,258836;,140832;,197107;,239947;,185315;,204964;,126575;,254744;,196089;,134763;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;
Maxi Priest;,0007;,000074;,019651;,000226;,082683;,039208;,0142;,002674;,006845;,000162;,0;,024445;,016274;,011295;,007577;,00007;,002016;,004933;,005092;,001758;,000256;,000799;,082058;,02974;,000178;,007849;,000071;,013162;,021236;,009945;,016736;,131384;,0;,0;,000712;,000311;,000071;,00116;,000734;,001466;,004318;,0;,000716;,0;,0;,000074;,0;,0;,000165;,000082;,003203;,006143;,0;,0;,0;,0;,000077;,0;,000074;,0;,012693;,000082;,000155;,00347;,020684;,039079;,01771;,020245;,038079;,022546;,030682;,035946;,037531;,010434;,037764;,025523;,158928;,058349;,005733;,055489;,00345;,001862;,000646;,0;,004022;,001254;,006996;,00397;,028617;,005864;,003193;,013067;,002366;,001235;,003728;,018174;,014453;,010337;,011343;,011692;,032516;,009032;,016982;,004449;,013132;,012991;,003744;,011846;,02389;,056587;,043551;,012011;,001918;,010235;,011013;,002725;,001157;,054729;,000687;,002342;,01466;,013081;,003223;,003086;,014415;,007735;,0038;,0;,027793;,013997;,01768;,006616;,015418;,02817;,050426;,030049;,016203;,019238;,027354;,018909;,060304;,01419;,014357;,034865;,001439;,018453;,005459;,000434;,022483;,04802;,008091;,028875;,014915;,007507;,018224;,038365;,008077;,004873;,003232;,016793;,845175;,817426;,804171;,83032;,575487;,797006;,803105;1,0;,619385;,864243;,84183;,515475;,6679;,518217;,819015;,758788;,016435;,0214;,019571;,043691;,014134;,019579;,00303;,005905;,002815;,022228;,006576;,001191;,017049;,011305;,001128;,003775;,208139;,20796;,165405;,26819;,167904;,228408;,259689;,149462;,227632;,227978;,191791;,195747;,117939;,237418;,203412;,135922;,0;,001378;,0;,0;,002814;,0;,0;,002828;,002447;,0;,001992;,0;,0;,0;,000889;,001948;
Shabba Ranks;,000226;,000239;,0;,000122;,0;,0;,00125;,002485;,001933;,000131;,0;,00108;,000417;,002175;,001284;,000786;,000186;,000045;,000594;,0;,000083;,000352;,0;,002375;,000526;,0;,000114;,000189;,000372;,000698;,000757;,0;,000328;,000065;,000172;,0;,0;,0;,000474;,000747;,001045;,000061;,002887;,0;,0;,0;,0;,0;,000133;,000264;,000596;,000118;,0;,0;,000201;,000131;,000124;,000124;,0;,000131;,003085;,0;,0;,000333;,004461;,006121;,006473;,006392;,006579;,005667;,006174;,005264;,004174;,000447;,00461;,005651;,010414;,016357;,006251;,007021;,0;,0;,0;,0;,0;,0;,000099;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,001801;,0;,000088;,0;,0;,0;,0;,000092;,00011;,0;,0;,0;,000144;,000086;,000084;,0;,0;,0;,0;,0;,027362;,0;,0;,0;,000088;,000093;,0;,0;,005674;,000502;,0;,062931;,066567;,079672;,104097;,077748;,067739;,081372;,080988;,062545;,068963;,079537;,07708;,079336;,064947;,062228;,080947;,0;,0;,0;,0;,000477;,000426;,0;,0;,000432;,024121;,000483;,0;,00076;,000333;,000186;,0;,689479;,692633;,662157;,71734;,860468;,642745;,876477;,619385;1,0;,642439;,757848;,45049;,981351;,957943;,59676;,668517;,0;,00015;,0;,0;,0;,00068;,000185;,000914;,000243;,0003;,001242;,000107;,000875;,0;,000107;,000107;,0;,0;,0;,022223;,0;,001923;,006335;,003127;,000514;,004032;,002597;,003728;,0;,007653;,00024;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;
UB40;,014505;,001306;,022776;,000078;,072624;,033849;,007578;,009067;,005584;,000084;,0;,023192;,02016;,009285;,006672;,00173;,025301;,011149;,018177;,008768;,000477;,003537;,100199;,032362;,010689;,028788;,000293;,03121;,042386;,015998;,046667;,109936;,000337;,0;,0;,0;,000294;,0;,0;,00024;,002162;,0;,000135;,0;,0;,0;,0;,0;,001875;,000339;,007743;,029093;,0;,0;,00069;,000084;,00008;,00008;,0;,000675;,001954;,0;,002484;,000685;,00593;,011641;,002901;,001444;,009404;,006331;,005945;,010271;,018705;,002611;,024563;,004814;,048321;,0021;,005939;,000247;,018415;,006604;,003345;,000616;,031349;,006494;,053534;,046054;,127122;,049543;,017348;,079466;,014152;,00192;,023176;,080972;,01692;,019715;,017008;,039959;,035437;,013021;,070373;,019614;,031862;,019338;,030116;,015921;,040031;,186042;,12977;,029767;,026603;,042032;,038761;,02498;,008327;,125292;,03033;,012737;,05124;,028006;,010315;,015472;,059734;,051284;,009736;,006532;,015808;,000455;,019031;,0;,00213;,011278;,037314;,071156;,001872;,004267;,005945;,002753;,043798;,001605;,003329;,020025;,003258;,004067;,016233;,0;,013825;,034623;,003091;,023078;,006895;,002753;,002963;,031378;,011994;,003337;,000598;,014951;,89995;,885441;,855092;,860195;,545564;,827657;,782834;,864243;,642439;1,0;,901707;,658326;,692622;,535079;,924826;,802846;,085721;,079454;,081101;,108102;,081848;,043185;,022685;,013409;,011663;,031843;,007828;,012204;,016378;,054112;,004673;,006174;,222466;,164983;,143939;,149261;,207286;,275556;,159255;,204304;,197557;,150787;,209616;,149224;,120476;,131158;,169355;,117404;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;
Inner Circle;,00401;,000481;,003824;,000081;,016975;,007062;,003813;,000963;,001757;,0;,0;,005005;,00428;,001654;,000983;,000602;,006225;,002423;,00537;,001477;,000277;,000079;,015475;,006919;,004998;,001984;,0;,004109;,00792;,003137;,010536;,021843;,000176;,0;,0;,0;,000153;,0;,0;,000083;,000311;,0;,00007;,0;,0;,0;,0;,0;,000533;,0;,002752;,001739;,0;,0;,00018;,0;,0;,0;,0;,000352;,000661;,0;,000585;,000357;,001476;,002166;,000491;,000476;,001912;,001139;,002233;,002488;,003837;,000872;,005063;,001092;,009578;,000616;,0;,0;,002432;,001316;,000436;,000321;,004829;,000847;,008754;,008339;,012067;,009294;,001431;,009301;,004359;,001335;,004533;,007258;,012495;,008696;,011936;,009565;,006957;,00911;,002294;,006428;,015236;,013227;,015671;,010518;,016478;,011285;,008594;,01477;,011121;,004376;,003738;,005962;,003475;,048838;,02941;,001819;,004081;,012015;,005411;,007203;,001947;,051672;,005974;,004088;,003681;,00089;,000949;,0;,001805;,002526;,038924;,002388;,001827;,001402;,001792;,000801;,003567;,000402;,001232;,019864;,000173;,005091;,001303;,0;,005825;,009821;,00186;,005241;,003275;,000646;,0046;,00771;,000582;,00125;,000749;,003686;,972653;,969715;,94269;,95293;,63888;,896134;,842049;,84183;,757848;,901707;1,0;,720372;,804423;,67012;,812403;,882561;,012296;,00889;,00423;,013781;,010699;,01007;,005561;,004834;,002498;,008744;,003856;,004291;,003964;,008207;,001434;,001861;,038289;,039091;,0286;,032544;,032656;,040002;,030954;,028178;,04221;,032849;,036776;,030618;,029791;,029776;,039704;,028784;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;
Desmond Dekker;,004753;,003154;,002525;,002034;,000892;,000189;,001478;,005037;,00105;,000729;,0;,012502;,000845;,006616;,008181;,003756;,009893;,005501;,008129;,015069;,00423;,003803;,004137;,013852;,011252;,000621;,003009;,021148;,007174;,004446;,007121;,008266;,000067;,000394;,001805;,000637;,000174;,001897;,003;,004482;,005533;,000246;,013357;,0;,0;,000121;,0;,0;,001413;,000802;,003426;,00329;,0;,0;,000408;,001264;,000189;,000126;,000182;,000999;,014927;,000201;,000569;,001487;,019472;,026168;,036832;,025499;,033914;,026426;,026097;,028878;,04169;,007463;,036542;,02319;,019392;,020986;,025347;,019694;,000859;,000352;,000132;,000122;,001619;,000256;,002811;,003293;,003094;,003038;,000446;,002672;,001452;,000354;,001525;,001723;,002955;,004756;,003125;,003217;,000745;,002339;,0;,002042;,004696;,003467;,005568;,002619;,004022;,001716;,000917;,004277;,006351;,001144;,000404;,001616;,00121;,046686;,107701;,000539;,001151;,003611;,001789;,002524;,0;,172253;,017294;,00646;,000279;,000045;,000051;,0;,000368;,000352;,024157;,0;,000238;,000092;,000261;,000202;,000623;,000051;,000042;,0129;,000044;,000161;,000058;,0;,000323;,000144;,0;,000046;,000049;,000109;,0;,000495;,000275;,00027;,000094;,000161;,684734;,772827;,672747;,624204;,353372;,568947;,487884;,515475;,45049;,658326;,720372;1,0;,480458;,359385;,492719;,585697;,014218;,024333;,0;,023038;,014384;,011838;,007295;,011904;,008016;,009813;,007611;,003627;,026496;,021385;,003418;,005416;,000455;,000307;,0;,003432;,001229;,006938;,007573;,011576;,000116;,007224;,003752;,002056;,003771;,000638;,006874;,002856;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;
Capleton;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,000434;,000883;,0;,000156;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,000102;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,029368;,0;,0;,0;,0;,0;,0;,0;,006126;,00006;,0;,004273;,004639;,005462;,002882;,005596;,004447;,037654;,0055;,004367;,004915;,005555;,005383;,00553;,004373;,00438;,020094;,0;,0;,0;,0;,000057;,000051;,0;,0;,000052;,002315;,000058;,0;,000176;,000144;,0;,0;,752015;,753041;,740208;,765405;,826645;,706303;,878338;,6679;,981351;,692622;,804423;,480458;1,0;,943791;,64249;,731168;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,001474;,0;,0;,000283;,000051;,000062;,000179;,0;,000237;,0;,000628;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;
Bounty Killer;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,005602;,011543;,0;,002009;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,00132;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,022638;,0;,0;,0;,0;,0;,0;,0;,004741;,000776;,0;,071516;,07305;,081171;,037174;,083635;,072176;,105234;,07854;,07036;,075895;,083781;,08164;,083255;,071324;,068977;,085572;,0;,0;,0;,0;,000739;,000659;,0;,0;,000668;,03674;,000747;,0;,000756;,0;,0;,0;,575336;,562916;,548277;,582758;,862663;,535387;,836292;,518217;,957943;,535079;,67012;,359385;,943791;1,0;,499268;,537762;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,019337;,0;,0;,003781;,00066;,000795;,002308;,0;,003054;,0;,008239;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;
Eddy Grant;,008961;,004038;,02841;,002808;,074886;,036867;,014469;,023997;,01553;,001547;,0;,033528;,022949;,024433;,015925;,008375;,012435;,011994;,018695;,006779;,005283;,009021;,12035;,03714;,008893;,004596;,004123;,01805;,028335;,018587;,035511;,125507;,0;,0;,00068;,000446;,000068;,001108;,000631;,003612;,009486;,003885;,000808;,0;,0;,000071;,0;,0;,001257;,001015;,005728;,009012;,0;,0;,000874;,001709;,000809;,000811;,000142;,000078;,001997;,000156;,000443;,0;,007891;,014837;,005712;,003083;,015506;,007984;,006286;,010754;,027664;,004575;,028053;,006433;,054399;,001755;,0;,00074;,008669;,006569;,003701;,0;,010245;,007186;,041038;,014476;,1308;,033609;,0093;,078377;,007809;,0;,02137;,097309;,000138;,021882;,0;,025625;,029757;,000072;,097336;,013142;,008798;,000849;,001691;,00159;,00408;,22407;,223413;,010089;,009652;,00626;,005934;,016918;,002949;,082366;,0;,013493;,024119;,010986;,001924;,002948;,082621;,006717;,004819;,0;,018415;,000577;,025873;,0;,0;,014924;,034408;,10457;,001392;,005228;,007431;,00425;,058456;,00148;,003614;,018465;,052097;,135643;,088929;,062153;,13866;,173352;,072142;,115504;,103254;,064986;,111252;,113675;,040317;,005444;,062086;,115049;,807615;,78258;,767821;,794523;,527673;,764394;,743324;,819015;,59676;,924826;,812403;,492719;,64249;,499268;1,0;,724995;,024033;,024933;,014957;,043008;,017608;,02841;,007592;,007806;,006338;,024521;,001537;,002971;,019347;,014343;,002281;,004745;,340852;,239595;,158007;,240098;,268354;,383411;,239436;,252792;,21664;,198227;,194856;,174401;,112574;,196349;,181597;,152666;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;
Black Uhuru;,001865;,000219;,000149;,000074;,000933;,000076;,000085;,00016;,000084;,0;,0;,000406;,000595;,0;,0;,000206;,002671;,000608;,001937;,00045;,000152;,0;,000673;,000866;,002165;,000625;,0;,001154;,001708;,000305;,002212;,0;,00008;,000079;,0;,0;,00007;,0;,0;,000076;,0;,0;,000064;,0;,0;,0;,0;,0;,000244;,0;,001054;,000649;,0;,0;,000082;,0;,0;,0;,0;,000161;,000201;,0;,000229;,000163;,000385;,000071;,000075;,000217;,000152;,000139;,0;,000316;,0001;,000398;,000113;,000066;,0;,000188;,0;,000118;,001036;,000424;,000159;,000147;,001953;,000309;,00333;,003365;,003733;,003664;,000538;,003223;,001751;,000427;,001839;,002079;,003565;,003072;,00377;,003827;,000834;,002822;,0;,002464;,005609;,004115;,006717;,003159;,004852;,001937;,001053;,005108;,004661;,00138;,000836;,001949;,001459;,037899;,001085;,00065;,001388;,004302;,002101;,003045;,0;,00784;,000409;,001244;,000202;,000108;,000062;,0;,000444;,000121;,035539;,0;,000345;,000111;,000126;,0;,0;,000061;,000051;,017551;,000053;,000194;,00007;,0;,000389;,000174;,0;,000111;,000059;,000131;,0;,000731;,00259;,003015;,000057;,000194;,917336;,913696;,951972;,910346;,526176;,876721;,719099;,758788;,668517;,802846;,882561;,585697;,731168;,537762;,724995;1,0;,004927;,00354;,0;,003994;,00437;,003326;,002482;,00206;,001141;,002524;,001726;,001959;,000867;,00326;,000654;,000719;,000548;,001703;,0;,000067;,000285;,001038;,000374;,002376;,000209;,00054;,002432;,000335;,004317;,000059;,000734;,002707;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;
The Rolling Stones;,256424;,029004;,011991;,004602;,073147;,007676;,006675;,04908;,006142;,0;,0;,111684;,047818;,016896;,048019;,020382;,509078;,123028;,236918;,24195;,013817;,029371;,065319;,073323;,204528;,117417;,020667;,370521;,388986;,169884;,600315;,016679;,022561;,007688;,0578;,019401;,009077;,002972;,036686;,045912;,041564;,003915;,052772;,005541;,017366;,015516;,005426;,014972;,185185;,149758;,23308;,379336;,140222;,14872;,157667;,144819;,133896;,133918;,128942;,157224;,112227;,142871;,19852;,158638;,068326;,0339;,115159;,090429;,056304;,066709;,024813;,089406;,12442;,172742;,101452;,015226;,005851;,005019;,000767;,000443;,134236;,03162;,010723;,009696;,41084;,023147;,604501;,74434;,592011;,621059;,149489;,568151;,166148;,030375;,1446;,251513;,259332;,233317;,280403;,318273;,078238;,213705;,005255;,1856;,402722;,303547;,470873;,227049;,371186;,218518;,106929;,379564;,384888;,20573;,110618;,252757;,100922;,358121;,073495;,052175;,163802;,299659;,149507;,210268;,00446;,061214;,028452;,084176;,015345;,003759;,006156;,0;,034296;,009085;,0;,005313;,004521;,008007;,004998;,000255;,003562;,004397;,004063;,006165;,008974;,015388;,008249;,0;,044318;,033964;,005019;,020801;,010983;,012663;,000274;,050151;,022051;,007906;,000429;,034533;,07269;,002691;,000529;,010756;,008531;,000197;,012661;,016435;,0;,085721;,012296;,014218;,0;,0;,024033;,004927;1,0;,93907;,478017;,917995;,970136;,636043;,566317;,287981;,311877;,341542;,274964;,281732;,260224;,887217;,132776;,127048;,044485;,032698;,010919;,015636;,070037;,082551;,031589;,208959;,091143;,039714;,263124;,036274;,296924;,014117;,073215;,145167;,001148;,001204;,00043;,0;,000452;,0;,0;,000259;,000391;,001006;,000316;,000254;,00073;,001898;,000733;,000517;
The Animals;,226033;,030056;,016778;,008336;,057716;,007324;,005281;,080278;,005388;,000131;,0;,161551;,036916;,06607;,099661;,017752;,471051;,114949;,194172;,281944;,010212;,033431;,04712;,057571;,193279;,105741;,018394;,448032;,362952;,173208;,556998;,130558;,023061;,014526;,063223;,027657;,012549;,032877;,048395;,075766;,094295;,00906;,061459;,010585;,019171;,019187;,010365;,017503;,15184;,115775;,197888;,383155;,104022;,112257;,120677;,111562;,101353;,099708;,097451;,122269;,114667;,107519;,173635;,124005;,078513;,061313;,188328;,087949;,136767;,090905;,038734;,154461;,322515;,214647;,215373;,02822;,019635;,014527;,006255;,01102;,106942;,02105;,00769;,006966;,348594;,015436;,497587;,64416;,478812;,506897;,127971;,461626;,121233;,020695;,093697;,171349;,183849;,159436;,185867;,231537;,059279;,144264;,003428;,126764;,28435;,214753;,329583;,158827;,266952;,172448;,084115;,259452;,292685;,183406;,102651;,216022;,079799;,316307;,06137;,046384;,146645;,219586;,107718;,154966;,009547;,052175;,029178;,069021;,01144;,002659;,00405;,0;,021992;,007499;,0;,003466;,003106;,005967;,004273;,000549;,004766;,003302;,00272;,005841;,008178;,010038;,005152;,0;,034819;,030298;,005097;,019261;,009931;,010191;,000322;,032769;,016902;,004668;,00275;,031142;,059078;,004477;,000259;,007727;,009899;,000128;,014348;,0214;,00015;,079454;,00889;,024333;,0;,0;,024933;,00354;,93907;1,0;,496168;,943354;,920905;,646161;,540091;,317756;,348177;,367453;,230294;,257339;,393153;,93355;,140414;,158799;,039769;,032539;,016026;,027757;,066383;,070811;,038865;,168139;,094094;,042231;,224896;,034835;,218553;,023119;,062511;,110226;,001123;,001178;,000421;,0;,000442;,0;,0;,000254;,000382;,000984;,000309;,000249;,000714;,001857;,0;,000506;
The Faces;,085849;,011367;,007694;,0;,003716;,0;,0;,037265;,0;,0;,0;,039444;,0044;,0;,015487;,010665;,194244;,060144;,05329;,096466;,0;,014847;,002904;,005276;,036359;,122904;,003615;,152439;,241784;,129405;,410251;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,016814;,008354;,100724;,343784;,0;,0;,008504;,0;,0;,0;,0;,008325;,005209;,0;,10277;,021107;,023265;,032914;,011601;,003748;,007861;,010767;,08601;,042486;,007774;,012878;,011677;,027528;,0;,0;,0;,0;,04982;,0;,0;,0;,195719;,0;,225779;,357143;,202656;,226378;,079594;,208649;,021983;,0;,0;,03701;,007385;,003001;,0;,066997;,019937;,003846;,0;,0;,00581;,010481;,003479;,003272;,053294;,088931;,035452;,005291;,0717;,195642;,216422;,132255;,0;,216165;,0;,007479;,136199;,002785;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,00303;,008172;,0;,014491;,0;,026872;,032955;,008797;,025934;,012145;,006789;,0;,0;,017197;,0;,0;,036869;,021537;,004166;,004092;,0;,0;,121721;,0;,019571;,0;,081101;,00423;,0;,0;,0;,014957;,0;,478017;,496168;1,0;,439118;,489212;,240603;,192809;,05486;,110429;,085537;,028598;,06425;,036958;,500601;,030501;,02707;,0;,0;,0;,0;,168278;,010747;,002767;,027007;,122927;,0;,146944;,0;,0;,0;,0076;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;
