;Johnny Cash;Willie Nelson;Dolly Parton;Hank Williams;Faith Hill;Dixie Chicks;Garth Brooks;Kenny Rogers;Tim McGraw;Hank Snow;Brooks and Dunn;Lee Hazlewood;Kenny Chesney;Jim Reeves;Roger Miller;Kris Kristofferson;Bob Dylan;Joni Mitchell;Leonard Cohen;Joan Baez;Townes van Zandt;Pete Seeger;Suzanne Vega;Tracy Chapman;Tim Buckley;Steeleye Span;Woody Guthrie;Donovan;Cat Stevens;John Denver;Don McLean;Crosby Stills & Nash;Miles Davis;Dave Brubeck;Billie Holiday;Duke Ellington;Django Reinhardt;Glenn Miller;Ella Fitzgerald;Louis Armstrong;Nat King Cole;Herbie Hancock;Nina Simone;John Coltrane;Charlie Parker;Count Basie;Thelonious Monk;Cannonball Adderley;John Lee Hooker;Muddy Waters;Taj Mahal;John Mayall;Big Bill Broonzy;BB King;Howlin' Wolf;Willie Dixon;Blind Lemon Jefferson;Blind Willie McTell;Mississippi John Hurt;T-Bone Walker;Etta James;Lightnin' Hopkins;Otis Rush;Albert King;James Brown;Marvin Gaye;Otis Redding;Solomon Burke;Sam Cooke;Aretha Franklin;Al Green;The Temptations;The Drifters;Fats Domino;The Supremes;Isaac Hayes;Alicia Keys;Erykah Badu;India Arie;Jill Scott;Iron Maiden;Megadeth;Slayer;Sepultura;Black Sabbath;Anthrax;Alice Cooper;Deep Purple;Def Leppard;AC/DC;Judas Priest;Kiss;Metallica;Pantera;Queensryche;Skid Row;Nirvana;Beck;Smashing Pumpkins;Radiohead;Belle and Sebastian;Alice in Chains;Echo and the Bunnymen;Sonic Youth;Weezer;Pearl Jam;Foo Fighters;Hole;Bush;The Smiths;Depeche Mode;Jane's Addiction;Patti Smith;Sex Pistols;Sid Vicious;Ramones;Bad Religion;The Clash;NoFX;Dead Kennedys;Buzzcocks;Green Day;Blink 182;Sum 41;The Misfits;Rancid;Screeching Weasel;Pennywise;Eminem;Dr. Dre;Public Enemy;Missy Elliot;Cypress Hill;50 Cent;Run DMC;Grandmaster Flash;2Pac;Snoop Dogg;Jay-Z;Busta Rhymes;LL Cool J;DMX;Ice Cube;Mystikal;Aphex Twin;Daft Punk;Kraftwerk;Chemical Brothers;Fatboy Slim;Basement Jaxx;Carl Cox;Moloko;Paul Oakenfold;Prodigy;Armand van Helden;Moby;Massive Attack;Mouse on Mars;Jimi Tenor;Underworld;Bob Marley;Jimmy Cliff;Peter Tosh;Ziggy Marley;Sean Paul;Alpha Blondy;Shaggy;Maxi Priest;Shabba Ranks;UB40;Inner Circle;Desmond Dekker;Capleton;Bounty Killer;Eddy Grant;Black Uhuru;The Rolling Stones;The Animals;The Faces;The Kinks;The Who;Elvis Presley;Chuck Berry;Little Richard;Jerry Lee Lewis;Buddy Holly;Bo Diddley;Bill Haley;Chubby Checker;The Yardbirds;Carl Perkins;Gene Vincent;Madonna;Britney Spears;N'Sync;Justin Timberlake;ABBA;Michael Jackson;Janet Jackson;Prince;Spice Girls;Christina Aguilera;Robbie Williams;Nelly Furtado;Avril Lavigne;Jennifer Lopez;O-Town;Shakira;Wolfgang Amadeus Mozart;Ludwig van Beethoven;Johann Sebastian Bach;Joseph Haydn;Johannes Brahms;Frederic Chopin;Antonin Dvorak;Gustav Mahler;Franz Schubert;Antonio Vivaldi;Richard Wagner;Herbert von Karajan;Yehudi Menuhin;Georg Friedrich Haendel;Tchaikovsky;Giuseppe Verdi
Jerry Lee Lewis;0,566208;0,434434;0,420225;0,474686;0,375703;0,425656;0,47666;0,49209;0,422249;0,405437;0,407842;0,523628;0,314801;0,383193;0,280926;0,463688;0,480778;0,310585;0,172191;0,215476;0,49416;0,073063;0,196841;0,345245;0,213679;0,412096;0,171048;0,240819;0,345996;0,46067;0,439626;0,050854;0,074084;0,059529;0,081506;0,094313;0,02564;0,101035;0,056334;0,075306;0,167465;0,141175;0,159105;0,045335;0,029951;0,071458;0,078365;0,05012;0,173478;0,178747;0,18841;0,134252;0,118121;0,093826;0,229974;0,101178;0,093308;0,090953;0,1345;0,140339;0,320624;0,17695;0,155094;0,167568;0,212023;0,131565;0,145751;0,36467;0,234822;0,192743;0,119269;0,133673;0,223499;0,622921;0,136515;0,11167;0,120441;0,094775;0;0,02167;0,393457;0,21908;0,157351;0,240514;0,339961;0,065283;0,614213;0,400219;0,686934;0,739554;0,268511;0,690475;0,53827;0,157888;0,475783;0,406409;0,219236;0,255851;0,674644;0,340612;0,457263;0,480964;0,680878;0,44927;0,370917;0,460895;0,33184;0,237989;0,2969;0,309248;0,199027;0,565128;0,363102;0,559803;0,421658;0,578673;0,385135;0,51455;0,2013;0,232788;0,115855;0,311419;0,643771;0,30574;0,037011;0,233969;0,292138;0,25863;0,082659;0,061122;0,184261;0;0,285249;0,072065;0,004811;0,131586;0,013822;0,121133;0,075643;0,164489;0,28694;0,054668;0,073068;0,027777;0,03662;0,373152;0,153112;0;0,078443;0,087201;0,000151;0,027639;0,076269;0,176512;0,040441;0,13664;0,22511;0,39595;0,007127;0,10024;0,182238;0,058615;0,135864;0,168823;0,120545;0,000152;0,064348;0,012523;0;0,089117;0,412852;0,097397;0,017417;0,00202;0,122524;0,068707;0,73202;0,436551;0;0,599245;0,702327;0,643923;0,804484;0,79376;1;0,523765;0,586245;0,787645;0,271906;0,402722;0,689296;0,711791;0,099351;0,144589;0,054941;0,13214;0,114776;0,265439;0,205833;0,241822;0,076666;0,10856;0,132217;0,111676;0,194387;0,045092;0,082748;0,123581;0,167252;0,208458;0,03944;0;0,212692;0,241362;0;0,001185;0,215588;0,006627;0,00218;0,000937;0,005899;0,000974;0,000347;0,010499
Buddy Holly;0,366167;0,240217;0,129486;0,161144;0,34659;0,142227;0,230686;0,164368;0,113982;0,095419;0,090345;0,310187;0,59493;0,107116;0,070864;0,160512;0,469788;0,365969;0,436595;0,268867;0,298357;0,069524;0,325931;0,51317;0,513957;0,319725;0,219185;0,469384;0,414719;0,278163;0,476735;0,043751;0,082346;0,013958;0,199034;0,030864;0,074727;0,078217;0,191646;0,095091;0,268956;0,078744;0,308055;0,025729;0,019375;0,030896;0,018945;0,02768;0,109245;0,144196;0,133208;0,113696;0,121044;0,038768;0,193408;0,05231;0,07839;0,076087;0,111369;0,130355;0,420358;0,134235;0,122795;0,143159;0,194404;0,298831;0,406825;0,226782;0,290952;0,377196;0,381481;0,284394;0,312505;0,43667;0,338129;0,193584;0,367258;0,279746;0,041668;0,377346;0,345199;0,17964;0,123257;0,185273;0,270743;0,054218;0,811963;0,338652;0,525594;0,584722;0,218762;0,550425;0,455784;0,162165;0,364973;0,325036;0,620532;0,800381;0,520629;0,321491;0,538191;0,472843;0,519929;0,479915;0,819044;0,556334;0,785258;0,288262;0,709482;0,306103;0,323716;0,464376;0,317452;0,439844;0,379026;0,514012;0,725079;0,425644;0,556556;0,257152;0,682306;0,721845;0,496788;0,270014;0,038522;0,589917;0,230958;0,65852;0,101349;0,041383;0,143579;0;0,220867;0,556548;0,005834;0,101928;0,232217;0,095047;0,520727;0,128375;0,39872;0,559812;0,058076;0,025025;0,029401;0,470203;0,12182;0,062693;0,568895;0,186871;0,000961;0,18685;0,543059;0,136855;0,031371;0,329239;0,155081;0,302903;0,005578;0,077619;0,705791;0,04474;0,10479;0,129584;0,093577;0,000286;0,048539;0,172259;0,000261;0,064854;0,268294;0,07577;0,016719;0,00168;0,093201;0,052606;0,66179;0,320913;0;0,574003;0,631429;0,624248;0,631313;0,567078;0,523765;1;0,481279;0,590685;0,20899;0,538375;0,376393;0,524329;0,664733;0,210495;0,043434;0,757242;0,683412;0,339443;0,434333;0,508052;0,520223;0,183293;0,722288;0,315858;0,665214;0,359295;0,550041;0,154471;0,284292;0,018514;0,002537;0;0,033395;0;0;0,000844;0,001116;0,002649;0,001549;0,00075;0,00498;0,000675;0,000041;0,006246
Bo Diddley;0,28651;0,129627;0,076907;0,170269;0,05718;0,074076;0,09646;0,101629;0,037376;0,010888;0;0,364961;0,079557;0,017714;0,015549;0,098173;0,462467;0,32074;0,1803;0,19487;0,394637;0,047534;0,253808;0,370154;0,253768;0,352271;0,134057;0,26955;0,34608;0,090761;0,40976;0,072968;0,089688;0,041209;0,158843;0,079552;0,151516;0,122374;0,080789;0,127443;0,136039;0,117689;0,147707;0,053519;0,061203;0,09242;0,046045;0,061772;0,399633;0,472891;0,424135;0,358673;0,447114;0,32807;0,540247;0,351599;0,359707;0,387781;0,416775;0,450511;0,475539;0,41271;0,448239;0,467562;0,198252;0,175616;0,156145;0,349118;0,222112;0,197192;0,112911;0,145016;0,237148;0,706826;0,14038;0,119869;0,112259;0,130252;0,044233;0,054479;0,397918;0,223123;0,143083;0,207636;0,339209;0,068258;0,564526;0,426343;0,597083;0,696162;0,265694;0,654224;0,532521;0,211763;0,411339;0,382881;0,221451;0,239593;0,6106;0,287339;0,412684;0,496074;0,588653;0,454498;0,310519;0,4539;0,315455;0,199157;0,257941;0,327226;0,180914;0,556417;0,319548;0,485385;0,376051;0,503083;0,339008;0,444122;0,175463;0,286735;0,104083;0,318865;0,571644;0,243211;0,050806;0,20637;0,27542;0,225849;0,065762;0,052092;0,170894;0,00066;0,256337;0,066867;0,006906;0,116272;0,017076;0,116608;0,074348;0,151143;0,259744;0,051709;0,069956;0,039612;0,034264;0,328096;0,142573;0;0,071367;0,078183;0,000225;0,02634;0,067077;0,156707;0,044273;0,194312;0,177251;0,349956;0,013636;0,090966;0,161001;0,054195;0,11882;0,147901;0,111883;0,002675;0,06148;0,019153;0,003443;0,07794;0,305578;0,088579;0,024527;0,003089;0,110791;0,062004;0,719051;0,491062;0;0,590465;0,696207;0,494963;0,774694;0,701413;0,586245;0,481279;1;0,685154;0,247922;0,591119;0,443772;0,583838;0,102019;0,146494;0,084029;0,125578;0,102085;0,251673;0,186447;0,283491;0,069615;0,114872;0,107664;0,112478;0,171008;0,055307;0,082049;0,120973;0,004411;0,003577;0,003287;0;0,004859;0;0;0,001303;0,001812;0,002985;0,002426;0,001075;0,007865;0,001118;0;0,001425
Bill Haley;0,256788;0,089647;0,057433;0,08591;0,064055;0,082841;0,117203;0,110519;0,040391;0,009578;0;0,403945;0,090849;0,008951;0,007969;0,099111;0,47796;0,299551;0,199136;0,184722;0,253279;0,031329;0,225743;0,39958;0,234414;0,504688;0,0707;0,25131;0,370468;0,116393;0,506601;0,020712;0,058081;0,005731;0,052882;0,029627;0,019342;0,118203;0,090362;0,056558;0,10285;0,10329;0,086771;0,023796;0,011655;0,028725;0,013614;0,029989;0,088196;0,133223;0,112281;0,084564;0,030453;0;0,179416;0,012377;0,004684;0,003291;0,00536;0,064423;0,307424;0,048929;0,073487;0,100588;0,178881;0,126154;0,15587;0,298766;0,216484;0,170446;0,13636;0,145284;0,251117;0,685088;0,14099;0,115418;0,091738;0,098057;0;0,014207;0,524212;0,253648;0,190067;0,29748;0,41247;0,080349;0,750175;0,471404;0,841189;0,919445;0,325007;0,85193;0,674079;0,192707;0,589325;0,509632;0,262317;0,305214;0,836272;0,488728;0,543136;0,59571;0,843363;0,549214;0,428951;0,591963;0,402147;0,275091;0,365892;0,369291;0,240035;0,693951;0,446201;0,692063;0,517959;0,715703;0,474942;0,630088;0,245675;0,281222;0,156168;0,368788;0,78527;0,331095;0,045558;0,284493;0,350639;0,31829;0,107258;0,058345;0,220888;0;0,351091;0,101097;0,006192;0,169923;0,015452;0,141119;0,116652;0,19995;0,350048;0,062222;0,086287;0,020747;0,041571;0,4587;0,177331;0;0,094531;0,103978;0;0,024341;0,093131;0,218704;0,048286;0,138088;0,240544;0,478425;0;0,173502;0,197114;0,069082;0,167168;0,208682;0,146442;0;0,068706;0,005437;0;0,092294;0,431074;0,113563;0,021111;0,000877;0,143848;0,083755;0,841055;0,483638;0;0,723217;0,854578;0,592209;0,938071;0,92618;0,787645;0,590685;0,685154;1;0,353585;0,4475;0,47032;0,852812;0,110632;0,159844;0,023852;0,150952;0,141717;0,31271;0,286107;0,262868;0,073642;0,138695;0,140986;0,119319;0,224824;0,045378;0,090419;0,159805;0,004743;0,003411;0,008701;0;0,005444;0;0;0;0,000017;0,012366;0;0;0,005351;0;0;0,000599
Chubby Checker;0,108023;0,052536;0,041844;0,045769;0,040066;0,044401;0,059474;0,063715;0,030141;0,015554;0,010741;0,182226;0,039088;0,019033;0,01784;0,066029;0,175877;0,13587;0,081435;0,078997;0,098844;0,016482;0,104628;0,160731;0,08321;0,168202;0,041059;0,112199;0,155083;0,053893;0,185085;0,057825;0,034709;0,01298;0,033809;0,023462;0,025587;0,053142;0,130873;0,032579;0,053398;0,050409;0,044951;0,018613;0,014149;0,01899;0,017084;0,021154;0,034284;0,052962;0,04495;0,037827;0,02617;0,001215;0,066856;0,007616;0,00719;0,010024;0,017648;0,034901;0,121139;0,026552;0,035498;0,045291;0,073568;0,054199;0,067569;0,1193;0,094197;0,072698;0,097821;0,067713;0,100706;0,239963;0,063293;0,050089;0,04359;0,043935;0,007655;0,01648;0,237377;0,091934;0,067705;0,098996;0,140797;0,030408;0,257716;0,169091;0,28499;0,331266;0,111509;0,295207;0,271868;0,074596;0,196116;0,171223;0,097796;0,109419;0,280902;0,305378;0,21014;0,206751;0,280656;0,200582;0,155577;0,243181;0,139744;0,095609;0,12389;0,143524;0,089012;0,246579;0,150423;0,232914;0,176135;0,240838;0,161701;0,211449;0,085199;0,108057;0,086752;0,140676;0,278921;0,120338;0,022273;0,099597;0,130573;0,10792;0,079835;0,024161;0,081036;0;0,121353;0,06432;0,003027;0,055038;0,00726;0,073518;0,096315;0,073722;0,126142;0,025857;0,034928;0,039531;0,018217;0,160667;0,073129;0;0,036887;0,048559;0,000127;0,039028;0,040126;0,074298;0,027343;0,062781;0,085404;0,173187;0,006038;0,168763;0,070002;0,027025;0,05598;0,069797;0,054726;0;0,054902;0,015178;0,000215;0,043414;0,146568;0,046502;0,008407;0,003159;0,057445;0,029572;0,293813;0,176105;0;0,258788;0,30302;0,228541;0,325821;0,317877;0,271906;0,20899;0,247922;0,353585;1;0,171943;0,170607;0,364619;0,084497;0,086505;0,066592;0,073816;0,085227;0,132286;0,205914;0,114907;0,044006;0,159791;0,055058;0,068707;0,086473;0,036726;0,047391;0,116972;0,001805;0,001291;0,013236;0;0,001905;0;0;0,000104;0,000209;0,020511;0,000154;0,000058;0,002722;0,000052;0;0,000076
The Yardbirds;0,331368;0,169955;0,06158;0,162648;0,276409;0,036139;0,132139;0,064612;0,023538;0,000443;0;0,266292;0,067076;0,012268;0,009532;0,066152;0,500277;0,43268;0,453231;0,274359;0,378781;0,05206;0,361787;0,533497;0,590874;0,342803;0,202783;0,589705;0,481336;0,17697;0,383468;0,069112;0,144991;0,070558;0,312276;0,085426;0,238852;0,086109;0,240503;0,182877;0,30518;0,126881;0,392882;0,080082;0,087161;0,118829;0,070669;0,096777;0,441747;0,425459;0,460489;0,451938;0,538366;0,372058;0,512417;0,385748;0,415901;0,459339;0,510932;0,521251;0,578704;0,478205;0,507705;0,538395;0,2743;0,365439;0,460108;0,370002;0,37924;0,464776;0,442732;0,308092;0,349504;0,39494;0,355245;0,269514;0,378006;0,344807;0,156686;0,438674;0,377053;0,191593;0,105763;0,153685;0,305624;0,038444;0,412963;0,395072;0,467388;0,529111;0,276813;0,477404;0,447855;0,214305;0,298062;0,289518;0,233873;0,257844;0,39965;0,289268;0,506915;0,473735;0,408588;0,458959;0,281042;0,526526;0,334091;0,250645;0,304154;0,393351;0,33897;0,43294;0,259133;0,404358;0,345778;0,424258;0,313483;0,414968;0,124792;0,295854;0,339462;0,251472;0,392033;0,231963;0,004375;0,207443;0,180745;0,156526;0,093817;0,033637;0,128569;0;0,192909;0,04507;0;0,076755;0,009596;0,072048;0,049374;0,099497;0,359229;0,03425;0,045922;0,030573;0,042599;0,40505;0,105995;0,081567;0,078602;0,226938;0,010459;0,196367;0,062905;0,132509;0,024663;0,398954;0,218169;0,252122;0,029235;0,120553;0,273696;0,040959;0,08536;0,104767;0,072292;0,000206;0,048225;0,208012;0,005572;0,108263;0,219471;0,069253;0,021256;0,002626;0,111072;0,042468;0,729926;0,515068;0,160761;0,685173;0,662797;0,594202;0,591707;0,491215;0,402722;0,538375;0,591119;0,4475;0,171943;1;0,368714;0,392014;0,25164;0,201327;0,071426;0,335051;0,179715;0,298048;0,411788;0,566955;0,200895;0,18507;0,274192;0,312975;0,189722;0,336166;0,057976;0,136457;0,004341;0,018436;0,003479;0;0,033988;0;0;0,002182;0,00314;0,003146;0,004118;0,001799;0,003165;0,001872;0;0,002385
Carl Perkins;0,517616;0,399373;0,40064;0,44945;0,326771;0,382837;0,417083;0,408227;0,389505;0,390175;0,393513;0,342995;0,278357;0,359835;0,261262;0,40152;0,345322;0,197136;0,114756;0,169471;0,445324;0,059235;0,158823;0,225524;0,147392;0,246567;0,164649;0,172094;0,21614;0,405771;0,258578;0,002958;0,036949;0,006772;0,05207;0,020363;0,09513;0,047894;0,023108;0,044218;0,062852;0,057735;0,057653;0,016952;0,015965;0,033097;0,010728;0,019403;0,183666;0,189255;0,195672;0,172251;0,210272;0,112569;0,220926;0,1269;0,141447;0,163809;0,242384;0,207924;0,206952;0,22859;0,209109;0,222811;0,10762;0,077624;0,084789;0,259798;0,110041;0,096448;0,062376;0,067677;0,130383;0,348588;0,076984;0,06642;0,045765;0,057481;0,024374;0,013604;0,276108;0,150875;0,089602;0,14321;0,228797;0,037607;0,377238;0,297356;0,403897;0,477685;0,179944;0,441165;0,364771;0,14721;0,283197;0,259925;0,142243;0,161881;0,399942;0,194763;0,25604;0,336401;0,405273;0,303112;0,203158;0,304687;0,214751;0,130889;0,175545;0,213794;0,10929;0,377915;0,214971;0,334355;0,25637;0,346745;0,229617;0,328065;0,120192;0,199737;0,06662;0,199408;0,375104;0,158063;0,021209;0,141734;0,169713;0,154923;0,039313;0,026188;0,10382;0;0,167268;0,039987;0,002262;0,077863;0,006815;0,064838;0,040641;0,094019;0,165594;0,028207;0,039719;0,006329;0,019179;0,221061;0,082732;0;0,045339;0,049718;0;0,010495;0,044377;0,103977;0,022406;0,093741;0,115618;0,227657;0;0,055306;0,100837;0,032595;0,080331;0,100498;0,068445;0;0,030716;0;0;0,048805;0,206592;0,05363;0,015251;0;0,067438;0,039916;0,487046;0,279669;0;0,396371;0,472209;0,511071;0,543335;0,461877;0,689296;0,376393;0,443772;0,47032;0,170607;0,368714;1;0,64665;0,04831;0,068288;0;0,069314;0,058693;0,141926;0,11644;0,180518;0,039073;0,03873;0,065757;0,052616;0,106067;0,01893;0,04022;0,060765;0,002276;0,001655;0,001354;0;0,002874;0;0;0;0;0,001359;0;0;0,001955;0;0;0
Gene Vincent;0,303558;0,164417;0,15244;0,163508;0,143285;0,15023;0,204155;0,210597;0,134829;0,097948;0,093787;0,464;0,130632;0,103605;0,084136;0,219272;0,424486;0,309063;0,195051;0,178304;0,266095;0,025156;0,2285;0,380001;0,200741;0,428859;0,058545;0,269213;0,374261;0,18542;0,414761;0,143219;0,059548;0,004643;0,04577;0,014437;0,011767;0,081501;0,207877;0,047318;0,104795;0,102534;0,086832;0,019986;0,007352;0,012235;0,012177;0,025474;0,074359;0,114941;0,093157;0,073406;0,024953;0;0,1502;0,005625;0,002254;0,001584;0,013215;0,052361;0,286084;0,0525;0,063059;0,086958;0,187559;0,122787;0,165908;0,307839;0,232153;0,174279;0,196481;0,160963;0,241383;0,601331;0,148005;0,127016;0,077901;0,101211;0,011877;0,021816;0,529315;0,218049;0,164848;0,252757;0,345982;0,06074;0,641396;0,409186;0,729439;0,809447;0,277252;0,723603;0,626947;0,165907;0,500727;0,422852;0,232367;0,261945;0,704398;0,633716;0,532238;0,499323;0,716573;0,482127;0,38355;0,556034;0,339879;0,236361;0,315692;0,350171;0,228542;0,600148;0,375731;0,589203;0,448178;0,60628;0,402638;0,548577;0,213301;0,24344;0,190833;0,314765;0,700094;0,305817;0,021924;0,250119;0,321273;0,271299;0,159716;0,054155;0,200888;0,002206;0,310242;0,134274;0,00298;0,138256;0,01628;0,141782;0,177328;0,182635;0,313883;0,058893;0,084165;0,039596;0,045393;0,402213;0,187264;0;0,091144;0,099537;0;0,03874;0,083733;0,182244;0,068289;0,116171;0,219118;0,434861;0,009921;0,308476;0,178754;0,069404;0,144589;0,180135;0,131631;0,003724;0,088187;0,037734;0,004819;0,108775;0,374917;0,116034;0,022474;0,006063;0,144582;0,077571;0,720138;0,435889;0;0,635679;0,742546;0,567513;0,802241;0,783726;0,711791;0,524329;0,583838;0,852812;0,364619;0,392014;0,64665;1;0,131006;0,197452;0,164931;0,163266;0,187692;0,313186;0,415367;0,277956;0,102835;0,313287;0,138527;0,158781;0,21394;0,058226;0,113123;0,253557;0,00472;0,003378;0,023149;0;0,004913;0;0;0,000549;0,00073;0,035282;0,000928;0,000453;0,003347;0,000471;0;0,0006
Madonna;0,183045;0,147108;0,080413;0,033081;0,330333;0,055736;0,139631;0,094208;0,038335;0,009604;0;0,244516;0,531382;0,042189;0,040792;0,122249;0,236257;0,303292;0,390333;0,19941;0,037995;0,061344;0,292887;0,419115;0,407233;0,052641;0,194101;0,406729;0,324174;0,167251;0,28834;0,247451;0,076049;0,020982;0,225796;0,041646;0,016667;0,114087;0,224807;0,091959;0,28957;0,069672;0,330405;0,02673;0,022538;0,025189;0,02821;0,025663;0,026896;0,022201;0,018013;0,01356;0,009274;0,001719;0,053971;0,009792;0,004896;0,003174;0,005243;0,014391;0,325158;0,008093;0,01728;0,012974;0,205195;0,299024;0,402447;0,103682;0,268647;0,395964;0,371653;0,306483;0,238586;0,107259;0,359298;0,190878;0,497797;0,285837;0,017397;0,460365;0,06931;0,042421;0,044833;0,03293;0,043488;0,029562;0,46955;0,056909;0,114531;0,102312;0,035631;0,121548;0,10254;0,032036;0,061373;0,060191;0,545213;0,703666;0,09802;0,127712;0,409327;0,146704;0,083854;0,228694;0,702246;0,284523;0,622755;0,18203;0,601021;0,166938;0,375129;0,117793;0,107082;0,106905;0,126624;0,177273;0,533142;0,125565;0,473906;0,101753;0,687795;0,619323;0,170574;0,155645;0,055578;0,503944;0,116942;0,538705;0,101216;0,045047;0,07948;0,008052;0,08824;0,588602;0,02412;0,062924;0,255211;0,19135;0,571664;0,08964;0,301705;0,59278;0,057809;0,158743;0,078967;0,381488;0,123426;0,256803;0,644369;0,395881;0,142396;0,447072;0,682483;0,237497;0,234931;0,495608;0,18228;0,182983;0,066139;0,222084;0,66571;0,023071;0,018446;0,021752;0,090017;0,014336;0,16818;0,275839;0,061347;0,077423;0,078606;0,053636;0,006088;0,015322;0,129792;0,016559;0,223303;0,112727;0;0,218988;0,18915;0,356343;0,128194;0,130771;0,099351;0,664733;0,102019;0,110632;0,084497;0,25164;0,04831;0,131006;1;0,437802;0,284965;0,869721;0,720132;0,453256;0,518862;0,503298;0,623806;0,405688;0,776239;0,457766;0,667219;0,562283;0,650334;0,25483;0,298585;0,018283;0,002956;0,003135;0,032695;0,000984;0,0038;0,001233;0,002281;0,001822;0,002116;0,0052;0,006531;0,001844;0,004214;0,001007
Britney Spears;0,160837;0,143604;0,124077;0,046078;0,253944;0,071746;0,142319;0,146072;0,063058;0,009139;0;0,381473;0,027423;0,048209;0,065318;0,196352;0,229268;0,344464;0,290942;0,183047;0,059685;0,046189;0,32635;0,408106;0,245981;0,075671;0,13581;0,351459;0,347883;0,123885;0,246662;0,41413;0,058553;0,005195;0,165103;0,026525;0,006181;0,120192;0,157872;0,069836;0,218864;0,070431;0,232084;0,03645;0,00837;0,01164;0,016179;0,009626;0,034795;0,029697;0,021631;0,017391;0,009486;0;0,050185;0,00896;0,005288;0,003068;0,005007;0,01518;0,274525;0,009914;0,0218;0,016122;0,194862;0,223935;0,288431;0,137706;0,25527;0,317883;0,232588;0,270441;0,211765;0,160516;0,286428;0,142214;0,419124;0,208377;0,004227;0,292671;0,098663;0,063252;0,061679;0,047078;0,063802;0,033666;0,16122;0,084111;0,174182;0,149308;0,052305;0,17631;0,136583;0,045411;0,089073;0,100138;0,160723;0,139589;0,141231;0,13572;0,443858;0,162602;0,122624;0,232175;0,200375;0,242982;0,173406;0,149547;0,174489;0,214428;0,379873;0,173216;0,112774;0,144155;0,136308;0,187386;0,1526;0,144724;0,066505;0,11084;0,233535;0,172813;0,254539;0,175734;0,04956;0,1323;0,165202;0,065657;0,092573;0,048086;0,092794;0;0,100823;0,055899;0,009774;0,072789;0,025654;0,144809;0,072669;0,10091;0,245445;0,048979;0,067452;0,105211;0,103001;0,299419;0,178217;0,250342;0,092975;0,317671;0,149223;0,327385;0,133717;0,275972;0,200724;0,352246;0,185117;0,258764;0,06604;0,214012;0,150161;0,035947;0,030411;0,030469;0,12112;0,016518;0,14808;0,250436;0,067628;0,120339;0,113474;0,074804;0,007694;0,017753;0,173961;0,026084;0,228867;0,180463;0;0,238772;0,220054;0,285475;0,171275;0,184039;0,144589;0,210495;0,146494;0,159844;0,086505;0,201327;0,068288;0,197452;0,437802;1;0,476912;0,368578;0,187484;0,482385;0,461049;0,430115;0,22934;0,50417;0,236409;0,442936;0,212139;0,437972;0,186629;0,328738;0,002207;0,010996;0,003414;0;0,017888;0;0;0,000308;0,001483;0,000678;0,000554;0,00216;0,005368;0;0,000814;0
N'Sync;0,058543;0,120883;0,165275;0,047981;0,138694;0,047422;0,150808;0,250962;0,096562;0;0;0,63619;0,013758;0,083924;0,118566;0,366619;0,133416;0,370129;0,171019;0,116404;0;0;0,292481;0,306767;0;0;0;0,349459;0,405212;0,054708;0,046802;0,868128;0,060622;0;0,073045;0;0,008479;0,056191;0,057036;0,054633;0,150558;0,071281;0,106839;0;0;0;0,015864;0;0,02994;0,011926;0;0,008827;0;0;0;0;0;0;0;0;0,178208;0;0,006327;0;0,113947;0,106029;0,190027;0,178199;0,275218;0,175367;0,049539;0,242624;0,180654;0,126428;0,193793;0,097635;0,078555;0,073818;0;0,069793;0,017145;0,028847;0,043772;0;0;0;0,074576;0,030505;0,080792;0,021317;0;0,055991;0,016782;0,021056;0;0;0,124877;0,035872;0;0,051239;0,489131;0,019976;0;0,145891;0,152349;0,057804;0,065754;0,042114;0,033223;0,246558;0,194438;0,084452;0,019779;0,056911;0,052569;0,04026;0,025559;0,028287;0,038588;0,050791;0,125199;0,111791;0,262787;0,168111;0;0,063741;0,198195;0,019695;0,071474;0,041188;0,083136;0;0,038281;0,072306;0;0;0,027238;0,11094;0,059762;0,086661;0,123821;0,05987;0,080842;0,160412;0,069608;0,043258;0,243336;0;0,042185;0,051607;0;0,097978;0,031174;0;0,042781;0,031202;0,055629;0,195999;0;0,120023;0,049872;0,052267;0;0;0,070671;0;0,200666;0,22787;0;0,198878;0,048637;0,115836;0,009368;0,036751;0,1538;0,028975;0,093043;0,207328;0;0,149134;0,136176;0,096021;0,061984;0,097257;0,054941;0,043434;0,084029;0,023852;0,066592;0,071426;0;0,164931;0,284965;0,476912;1;0,250454;0,183063;0,370818;0,231546;0,263168;0,267023;0,556768;0,136451;0,403688;0,170794;0,18704;0,259625;0,388157;0,001965;0,001176;0,00388;0;0;0;0;0;0;0;0;0;0;0;0;0
